,Date,Symbol,Adj Close,Close,High,Low,Open,Volume
223076,2010-01-04,BRK-B,66.22000122070312,66.22000122070312,66.5,65.91999816894531,66.0,1575000.0
223077,2010-01-05,BRK-B,66.54000091552734,66.54000091552734,66.58999633789062,66.1500015258789,66.38999938964844,1310000.0
223078,2010-01-06,BRK-B,66.19999694824219,66.19999694824219,66.5,66.19999694824219,66.5,1760000.0
223079,2010-01-07,BRK-B,66.45999908447266,66.45999908447266,66.51000213623047,66.13999938964844,66.19999694824219,1505000.0
223080,2010-01-08,BRK-B,66.44000244140625,66.44000244140625,66.4800033569336,66.30000305175781,66.4800033569336,1500000.0
223081,2010-01-11,BRK-B,66.5,66.5,66.87000274658203,66.16000366210938,66.63999938964844,2620000.0
223082,2010-01-12,BRK-B,66.0,66.0,66.54000091552734,66.0,66.22000122070312,1740000.0
223083,2010-01-13,BRK-B,66.0,66.0,66.45999908447266,65.98999786376953,66.22000122070312,1535000.0
223084,2010-01-14,BRK-B,65.95999908447266,65.95999908447266,66.19999694824219,65.8499984741211,66.19999694824219,1325000.0
223085,2010-01-15,BRK-B,64.94000244140625,64.94000244140625,66.30000305175781,64.72000122070312,66.30000305175781,2570000.0
223086,2010-01-19,BRK-B,66.63999938964844,66.63999938964844,66.76000213623047,65.25,65.5199966430664,5535000.0
223087,2010-01-20,BRK-B,69.5199966430664,69.5199966430664,70.05000305175781,66.80000305175781,67.5199966430664,12475000.0
223088,2010-01-21,BRK-B,72.72000122070312,72.72000122070312,73.43000030517578,70.51000213623047,71.12999725341797,14497200.0
223089,2010-01-22,BRK-B,70.0999984741211,70.0999984741211,73.2699966430664,69.36000061035156,72.9000015258789,8783200.0
223090,2010-01-25,BRK-B,68.83999633789062,68.83999633789062,71.7699966430664,68.22000122070312,71.4800033569336,6568600.0
223091,2010-01-26,BRK-B,68.0,68.0,69.68000030517578,67.87000274658203,69.33000183105469,5233900.0
223092,2010-01-27,BRK-B,71.36000061035156,71.36000061035156,73.27999877929688,69.91000366210938,73.27999877929688,19886200.0
223093,2010-01-28,BRK-B,73.75,73.75,73.98999786376953,71.79000091552734,71.94000244140625,14114100.0
223094,2010-01-29,BRK-B,76.43000030517578,76.43000030517578,77.79000091552734,74.41999816894531,74.55000305175781,17297400.0
223095,2010-02-01,BRK-B,75.41000366210938,75.41000366210938,78.0,74.62000274658203,77.79000091552734,13131500.0
223096,2010-02-02,BRK-B,75.51000213623047,75.51000213623047,76.16999816894531,74.91000366210938,75.69999694824219,7978500.0
223097,2010-02-03,BRK-B,74.36000061035156,74.36000061035156,75.51000213623047,74.1500015258789,75.43000030517578,7204000.0
223098,2010-02-04,BRK-B,72.61000061035156,72.61000061035156,73.80000305175781,72.05000305175781,73.80000305175781,11190200.0
223099,2010-02-05,BRK-B,73.56999969482422,73.56999969482422,73.69000244140625,71.61000061035156,72.25,11737900.0
223100,2010-02-08,BRK-B,74.2300033569336,74.2300033569336,74.5,72.93000030517578,73.98999786376953,11992500.0
223101,2010-02-09,BRK-B,74.52999877929688,74.52999877929688,74.72000122070312,73.9000015258789,74.72000122070312,13563700.0
223102,2010-02-10,BRK-B,74.41999816894531,74.41999816894531,74.58999633789062,74.25,74.54000091552734,13792400.0
223103,2010-02-11,BRK-B,76.69000244140625,76.69000244140625,76.80000305175781,74.1500015258789,74.5,23040200.0
223104,2010-02-12,BRK-B,76.9000015258789,76.9000015258789,77.86000061035156,74.56999969482422,77.1500015258789,316134200.0
223105,2010-02-16,BRK-B,76.05000305175781,76.05000305175781,76.16000366210938,75.6500015258789,75.87999725341797,25006300.0
223106,2010-02-17,BRK-B,76.25,76.25,76.41000366210938,75.44000244140625,76.33999633789062,11576500.0
223107,2010-02-18,BRK-B,76.63999938964844,76.63999938964844,76.69999694824219,75.86000061035156,76.19000244140625,9288300.0
223108,2010-02-19,BRK-B,78.73999786376953,78.73999786376953,79.3499984741211,76.5,76.62000274658203,24692700.0
223109,2010-02-22,BRK-B,79.55999755859375,79.55999755859375,80.08999633789062,78.31999969482422,79.27999877929688,16954300.0
223110,2010-02-23,BRK-B,79.1500015258789,79.1500015258789,80.05999755859375,78.9800033569336,79.30000305175781,14902000.0
223111,2010-02-24,BRK-B,79.68000030517578,79.68000030517578,80.0,78.80999755859375,79.54000091552734,12045300.0
223112,2010-02-25,BRK-B,79.4000015258789,79.4000015258789,79.4000015258789,78.62999725341797,79.0199966430664,10176000.0
223113,2010-02-26,BRK-B,80.12999725341797,80.12999725341797,80.18000030517578,79.0999984741211,79.66999816894531,10651200.0
223114,2010-03-01,BRK-B,81.91000366210938,81.91000366210938,81.94000244140625,79.13999938964844,79.98999786376953,16667500.0
223115,2010-03-02,BRK-B,80.7699966430664,80.7699966430664,82.7300033569336,80.75,82.29000091552734,15162600.0
223116,2010-03-03,BRK-B,82.94999694824219,82.94999694824219,83.1500015258789,80.75,81.36000061035156,11875100.0
223117,2010-03-04,BRK-B,82.68000030517578,82.68000030517578,83.33000183105469,82.41999816894531,83.0999984741211,8268300.0
223118,2010-03-05,BRK-B,83.36000061035156,83.36000061035156,83.4000015258789,82.81999969482422,83.20999908447266,8266900.0
223119,2010-03-08,BRK-B,82.79000091552734,82.79000091552734,83.56999969482422,82.6500015258789,83.56999969482422,7878900.0
223120,2010-03-09,BRK-B,82.47000122070312,82.47000122070312,82.72000122070312,82.0199966430664,82.6500015258789,6188600.0
223121,2010-03-10,BRK-B,82.06999969482422,82.06999969482422,82.83999633789062,81.6500015258789,82.54000091552734,5880700.0
223122,2010-03-11,BRK-B,82.36000061035156,82.36000061035156,82.38999938964844,81.41000366210938,81.73999786376953,5527200.0
223123,2010-03-12,BRK-B,82.23999786376953,82.23999786376953,82.8499984741211,81.69000244140625,82.62999725341797,4731100.0
223124,2010-03-15,BRK-B,82.16999816894531,82.16999816894531,82.5,81.81999969482422,82.22000122070312,4740400.0
223125,2010-03-16,BRK-B,82.30000305175781,82.30000305175781,82.51000213623047,81.73999786376953,82.27999877929688,4542100.0
223126,2010-03-17,BRK-B,82.5,82.5,82.63999938964844,82.01000213623047,82.48999786376953,4365200.0
223127,2010-03-18,BRK-B,82.3499984741211,82.3499984741211,82.55000305175781,82.0,82.5,3732600.0
